T,Alt,FAlt,FVeloc,LDA,Apogee,N-O,Drogue,Main,AUX
75.05,-3.00,-2.13,-4.36,0,0,0,0,0,0
75.10,-2.00,-2.10,0.51,0,0,0,0,0,0
75.15,-3.00,-2.28,-3.59,0,0,0,0,0,0
75.20,-3.00,-2.43,-2.87,0,0,0,0,0,0
75.25,-2.00,-2.34,1.70,0,0,0,0,0,0
75.30,-3.00,-2.47,-2.64,0,0,0,0,0,0
75.35,-2.00,-2.38,1.89,0,0,0,0,0,0
75.40,-3.00,-2.50,-2.49,0,0,0,0,0,0
75.45,-2.00,-2.40,2.01,0,0,0,0,0,0
75.50,-3.00,-2.52,-2.39,0,0,0,0,0,0
75.55,-1.00,-2.22,6.09,0,0,0,0,0,0
75.60,0.00,-1.77,8.87,0,0,0,0,0,0
75.65,-2.00,-1.82,-0.91,0,0,0,0,0,0
75.70,-3.00,-2.06,-4.72,0,0,0,0,0,0
75.75,-3.00,-2.24,-3.78,0,0,0,0,0,0
75.80,-4.00,-2.60,-7.02,0,0,0,0,0,0
75.85,-3.00,-2.68,-1.62,0,0,0,0,0,0
75.90,-2.00,-2.54,2.71,0,0,0,0,0,0
75.95,-2.00,-2.43,2.16,0,0,0,0,0,0
76.00,-2.00,-2.35,1.73,0,0,0,0,0,0
76.05,-1.00,-2.08,5.38,0,0,0,0,0,0
76.10,-2.00,-2.06,0.31,0,0,0,0,0,0
76.15,-4.00,-2.45,-7.75,0,0,0,0,0,0
76.20,-3.00,-2.56,-2.20,0,0,0,0,0,0
76.25,-3.00,-2.65,-1.76,0,0,0,0,0,0
76.30,-2.00,-2.52,2.59,0,0,0,0,0,0
76.35,-4.00,-2.81,-5.93,0,0,0,0,0,0
76.40,-3.00,-2.85,-0.74,0,0,0,0,0,0
76.45,-1.00,-2.48,7.41,0,0,0,0,0,0
76.50,-2.00,-2.38,1.92,0,0,0,0,0,0
76.55,-4.00,-2.71,-6.46,0,0,0,0,0,0
76.60,-3.00,-2.77,-1.17,0,0,0,0,0,0
76.65,-2.00,-2.61,3.07,0,0,0,0,0,0
76.70,-2.00,-2.49,2.45,0,0,0,0,0,0
76.75,-2.00,-2.39,1.96,0,0,0,0,0,0
76.80,-2.00,-2.31,1.57,0,0,0,0,0,0
76.85,-1.00,-2.05,5.26,0,0,0,0,0,0
76.90,-3.00,-2.24,-3.80,0,0,0,0,0,0
76.95,0.00,-1.79,8.96,0,0,0,0,0,0
77.00,0.00,-1.43,7.17,0,0,0,0,0,0
77.05,-2.00,-1.55,-2.26,0,0,0,0,0,0
77.10,-1.00,-1.44,2.19,0,0,0,0,0,0
77.15,-3.00,-1.75,-6.25,0,0,0,0,0,0
77.20,-2.00,-1.80,-1.00,0,0,0,0,0,0
77.25,-3.00,-2.04,-4.80,0,0,0,0,0,0
77.30,-3.00,-2.23,-3.84,0,0,0,0,0,0
77.35,-3.00,-2.39,-3.07,0,0,0,0,0,0
77.40,-1.00,-2.11,5.54,0,0,0,0,0,0
77.45,-3.00,-2.29,-3.57,0,0,0,0,0,0
77.50,0.00,-1.83,9.15,0,0,0,0,0,0
77.55,-1.00,-1.66,3.32,0,0,0,0,0,0
77.60,-3.00,-1.93,-5.35,0,0,0,0,0,0
77.65,0.00,-1.54,7.72,0,0,0,0,0,0
77.70,-2.00,-1.64,-1.82,0,0,0,0,0,0
77.75,-1.00,-1.51,2.54,0,0,0,0,0,0
77.80,-3.00,-1.81,-5.97,0,0,0,0,0,0
77.85,0.00,-1.45,7.23,0,0,0,0,0,0
77.90,-2.00,-1.56,-2.22,0,0,0,0,0,0
77.95,-3.00,-1.85,-5.77,0,0,0,0,0,0
78.00,-2.00,-1.88,-0.62,0,0,0,0,0,0
78.05,-2.00,-1.90,-0.50,0,0,0,0,0,0
78.10,0.00,-1.52,7.60,0,0,0,0,0,0
78.15,-1.00,-1.42,2.08,0,0,0,0,0,0
78.20,-2.00,-1.53,-2.33,0,0,0,0,0,0
78.25,-5.00,-2.23,-13.87,0,0,0,0,0,0
78.30,-2.00,-2.18,0.91,0,0,0,0,0,0
78.35,-2.00,-2.15,0.73,0,0,0,0,0,0
78.40,-2.00,-2.12,0.58,0,0,0,0,0,0
78.45,-3.00,-2.29,-3.54,0,0,0,0,0,0
78.50,-3.00,-2.43,-2.83,0,0,0,0,0,0
78.55,-2.00,-2.35,1.74,0,0,0,0,0,0
78.60,-3.00,-2.48,-2.61,0,0,0,0,0,0
78.65,-4.00,-2.78,-6.09,0,0,0,0,0,0
78.70,-3.00,-2.83,-0.87,0,0,0,0,0,0
78.75,0.00,-2.26,11.30,0,0,0,0,0,0
78.80,-3.00,-2.41,-2.96,0,0,0,0,0,0
78.85,0.00,-1.93,9.63,0,0,0,0,0,0
78.90,-2.00,-1.94,-0.29,0,0,0,0,0,0
78.95,-3.00,-2.15,-4.23,0,0,0,0,0,0
79.00,-2.00,-2.12,0.61,0,0,0,0,0,0
79.05,-2.00,-2.10,0.49,0,0,0,0,0,0
79.10,-1.00,-1.88,4.39,0,0,0,0,0,0
79.15,-3.00,-2.10,-4.49,0,0,0,0,0,0
79.20,-2.00,-2.08,0.41,0,0,0,0,0,0
79.25,-3.00,-2.27,-3.67,0,0,0,0,0,0
79.30,-3.00,-2.41,-2.94,0,0,0,0,0,0
79.35,0.00,-1.93,9.65,0,0,0,0,0,0
79.40,-3.00,-2.14,-4.28,0,0,0,0,0,0
79.45,-2.00,-2.12,0.58,0,0,0,0,0,0
79.50,-3.00,-2.29,-3.54,0,0,0,0,0,0
79.55,-4.00,-2.63,-6.83,0,0,0,0,0,0
79.60,-2.00,-2.51,2.54,0,0,0,0,0,0
79.65,-2.00,-2.41,2.03,0,0,0,0,0,0
79.70,-1.00,-2.12,5.62,0,0,0,0,0,0
79.75,-3.00,-2.30,-3.50,0,0,0,0,0,0
79.80,-4.00,-2.64,-6.80,0,0,0,0,0,0
79.85,-2.00,-2.51,2.56,0,0,0,0,0,0
79.90,-3.00,-2.61,-1.95,0,0,0,0,0,0
79.95,-2.00,-2.49,2.44,0,0,0,0,0,0
80.00,-2.00,-2.39,1.95,0,0,0,0,0,0
80.05,-3.00,-2.51,-2.44,0,0,0,0,0,0
80.10,-1.00,-2.21,6.05,0,0,0,0,0,0
80.15,-6.00,-2.97,-15.16,0,0,0,0,0,0
80.20,-4.00,-3.17,-4.13,0,0,0,0,0,0
80.25,-1.00,-2.74,8.70,0,0,0,0,0,0
80.30,-2.00,-2.59,2.96,0,0,0,0,0,0
80.35,-1.00,-2.27,6.37,0,0,0,0,0,0
80.40,-4.00,-2.62,-6.91,0,0,0,0,0,0
80.45,-1.00,-2.29,6.47,0,0,0,0,0,0
80.50,-3.00,-2.44,-2.82,0,0,0,0,0,0
80.55,-2.00,-2.35,1.74,0,0,0,0,0,0
80.60,-1.00,-2.08,5.39,0,0,0,0,0,0
80.65,-3.00,-2.26,-3.68,0,0,0,0,0,0
80.70,-2.00,-2.21,1.05,0,0,0,0,0,0
80.75,-2.00,-2.17,0.84,0,0,0,0,0,0
80.80,-3.00,-2.33,-3.33,0,0,0,0,0,0
80.85,-2.00,-2.27,1.34,0,0,0,0,0,0
80.90,-5.00,-2.81,-10.93,0,0,0,0,0,0
80.95,-3.00,-2.85,-0.74,0,0,0,0,0,0
81.00,-2.00,-2.68,3.41,0,0,0,0,0,0
81.05,0.00,-2.14,10.72,0,0,0,0,0,0
81.10,0.00,-1.72,8.58,0,0,0,0,0,0
81.15,-2.00,-1.77,-1.14,0,0,0,0,0,0
81.20,0.00,-1.42,7.09,0,0,0,0,0,0
81.25,-2.00,-1.53,-2.33,0,0,0,0,0,0
81.30,-1.00,-1.43,2.14,0,0,0,0,0,0
81.35,-3.00,-1.74,-6.29,0,0,0,0,0,0
81.40,0.00,-1.39,6.97,0,0,0,0,0,0
81.45,-1.00,-1.31,1.57,0,0,0,0,0,0
81.50,-3.00,-1.65,-6.74,0,0,0,0,0,0
81.55,0.00,-1.32,6.61,0,0,0,0,0,0
81.60,-1.00,-1.26,1.29,0,0,0,0,0,0
81.65,-5.00,-2.01,-14.97,0,0,0,0,0,0
81.70,-2.00,-2.00,0.02,0,0,0,0,0,0
81.75,-4.00,-2.40,-7.98,0,0,0,0,0,0
81.80,-3.00,-2.52,-2.39,0,0,0,0,0,0
81.85,-3.00,-2.62,-1.91,0,0,0,0,0,0
81.90,-3.00,-2.69,-1.53,0,0,0,0,0,0
81.95,-3.00,-2.76,-1.22,0,0,0,0,0,0
82.00,-2.00,-2.60,3.02,0,0,0,0,0,0
82.05,-3.00,-2.68,-1.58,0,0,0,0,0,0
82.10,-3.00,-2.75,-1.27,0,0,0,0,0,0
82.15,-3.00,-2.80,-1.01,0,0,0,0,0,0
82.20,-3.00,-2.84,-0.81,0,0,0,0,0,0
82.25,-3.00,-2.87,-0.65,0,0,0,0,0,0
82.30,-2.00,-2.70,3.48,0,0,0,0,0,0
82.35,-1.00,-2.36,6.79,0,0,0,0,0,0
82.40,0.00,-1.89,9.43,0,0,0,0,0,0
82.45,-2.00,-1.91,-0.46,0,0,0,0,0,0
82.50,-1.00,-1.73,3.63,0,0,0,0,0,0
82.55,-2.00,-1.78,-1.09,0,0,0,0,0,0
82.60,-3.00,-2.03,-4.87,0,0,0,0,0,0
82.65,-2.00,-2.02,0.10,0,0,0,0,0,0
82.70,-2.00,-2.02,0.08,0,0,0,0,0,0
82.75,-2.00,-2.01,0.06,0,0,0,0,0,0
82.80,0.00,-1.61,8.05,0,0,0,0,0,0
82.85,-1.00,-1.49,2.44,0,0,0,0,0,0
82.90,-3.00,-1.79,-6.05,0,0,0,0,0,0
82.95,-5.00,-2.43,-12.84,0,0,0,0,0,0
83.00,-2.00,-2.35,1.73,0,0,0,0,0,0
83.05,-3.00,-2.48,-2.62,0,0,0,0,0,0
83.10,-2.00,-2.38,1.91,0,0,0,0,0,0
83.15,-3.00,-2.51,-2.47,0,0,0,0,0,0
83.20,-1.00,-2.20,6.02,0,0,0,0,0,0
83.25,-1.00,-1.96,4.82,0,0,0,0,0,0
83.30,-3.00,-2.17,-4.15,0,0,0,0,0,0
83.35,-2.00,-2.14,0.68,0,0,0,0,0,0
83.40,-3.00,-2.31,-3.45,0,0,0,0,0,0
83.45,-2.00,-2.25,1.24,0,0,0,0,0,0
83.50,-3.00,-2.40,-3.01,0,0,0,0,0,0
83.55,-2.00,-2.32,1.59,0,0,0,0,0,0
83.60,-6.00,-3.05,-14.73,0,0,0,0,0,0
83.65,-3.00,-3.04,0.22,0,0,0,0,0,0
83.70,-1.00,-2.63,8.17,0,0,0,0,0,0
83.75,-2.00,-2.51,2.54,0,0,0,0,0,0
83.80,-2.00,-2.41,2.03,0,0,0,0,0,0
83.85,0.00,-1.93,9.63,0,0,0,0,0,0
83.90,-3.00,-2.14,-4.30,0,0,0,0,0,0
83.95,0.00,-1.71,8.56,0,0,0,0,0,0
84.00,-4.00,-2.17,-9.15,0,0,0,0,0,0
84.05,-3.00,-2.34,-3.32,0,0,0,0,0,0
84.10,-2.00,-2.27,1.34,0,0,0,0,0,0
84.15,0.00,-1.81,9.07,0,0,0,0,0,0
84.20,-3.00,-2.05,-4.74,0,0,0,0,0,0
84.25,0.00,-1.64,8.21,0,0,0,0,0,0
84.30,-3.00,-1.91,-5.43,0,0,0,0,0,0
84.35,-6.00,-2.73,-16.35,0,0,0,0,0,0
84.40,-2.00,-2.58,2.92,0,0,0,0,0,0
84.45,-2.00,-2.47,2.34,0,0,0,0,0,0
84.50,-4.00,-2.77,-6.13,0,0,0,0,0,0
84.55,-2.00,-2.62,3.10,0,0,0,0,0,0
84.60,-2.00,-2.50,2.48,0,0,0,0,0,0
84.65,-4.00,-2.80,-6.02,0,0,0,0,0,0
84.70,-2.00,-2.64,3.19,0,0,0,0,0,0
84.75,-4.00,-2.91,-5.45,0,0,0,0,0,0
84.80,-2.00,-2.73,3.64,0,0,0,0,0,0
84.85,-2.00,-2.58,2.91,0,0,0,0,0,0
84.90,-2.00,-2.47,2.33,0,0,0,0,0,0
84.95,-4.00,-2.77,-6.14,0,0,0,0,0,0
85.00,-4.00,-3.02,-4.91,0,0,0,0,0,0
85.05,-4.00,-3.21,-3.93,0,0,0,0,0,0
85.10,-3.00,-3.17,0.86,0,0,0,0,0,0
85.15,-3.00,-3.14,0.69,0,0,0,0,0,0
85.20,-3.00,-3.11,0.55,0,0,0,0,0,0
85.25,-2.00,-2.89,4.44,0,0,0,0,0,0
85.30,-4.00,-3.11,-4.45,0,0,0,0,0,0
85.35,-5.00,-3.49,-7.56,0,0,0,0,0,0
85.40,-5.00,-3.79,-6.05,0,0,0,0,0,0
85.45,-1.00,-3.23,11.16,0,0,0,0,0,0
85.50,-5.00,-3.59,-7.07,0,0,0,0,0,0
85.55,-2.00,-3.27,6.34,0,0,0,0,0,0
85.60,-1.00,-2.82,9.08,0,0,0,0,0,0
85.65,-2.00,-2.65,3.26,0,0,0,0,0,0
85.70,-2.00,-2.52,2.61,0,0,0,0,0,0
85.75,-3.00,-2.62,-1.91,0,0,0,0,0,0
85.80,-2.00,-2.49,2.47,0,0,0,0,0,0
85.85,-3.00,-2.60,-2.02,0,0,0,0,0,0
85.90,-1.00,-2.28,6.38,0,0,0,0,0,0
85.95,-6.00,-3.02,-14.90,0,0,0,0,0,0
86.00,-4.00,-3.22,-3.92,0,0,0,0,0,0
86.05,-2.00,-2.97,4.87,0,0,0,0,0,0
86.10,-1.00,-2.58,7.89,0,0,0,0,0,0
86.15,-5.00,-3.06,-9.69,0,0,0,0,0,0
86.20,-4.00,-3.25,-3.75,0,0,0,0,0,0
86.25,-3.00,-3.20,1.00,0,0,0,0,0,0
86.30,-4.00,-3.36,-3.20,0,0,0,0,0,0
86.35,-3.00,-3.29,1.44,0,0,0,0,0,0
86.40,-2.00,-3.03,5.15,0,0,0,0,0,0
86.45,-4.00,-3.22,-3.88,0,0,0,0,0,0
86.50,-2.00,-2.98,4.90,0,0,0,0,0,0
86.55,-5.00,-3.38,-8.08,0,0,0,0,0,0
86.60,-4.00,-3.51,-2.47,0,0,0,0,0,0
86.65,-4.00,-3.61,-1.97,0,0,0,0,0,0
86.70,-5.00,-3.88,-5.58,0,0,0,0,0,0
86.75,-1.00,-3.31,11.54,0,0,0,0,0,0
86.80,-3.00,-3.25,1.23,0,0,0,0,0,0
86.85,-3.00,-3.20,0.98,0,0,0,0,0,0
86.90,-4.00,-3.36,-3.21,0,0,0,0,0,0
86.95,-4.00,-3.49,-2.57,0,0,0,0,0,0
87.00,-5.00,-3.79,-6.06,0,0,0,0,0,0
87.05,-2.00,-3.43,7.16,0,0,0,0,0,0
87.10,-4.00,-3.54,-2.28,0,0,0,0,0,0
87.15,-4.00,-3.64,-1.82,0,0,0,0,0,0
87.20,-4.00,-3.71,-1.46,0,0,0,0,0,0
87.25,-1.00,-3.17,10.83,0,0,0,0,0,0
87.30,-4.00,-3.33,-3.33,0,0,0,0,0,0
87.35,-5.00,-3.67,-6.67,0,0,0,0,0,0
87.40,-4.00,-3.73,-1.33,0,0,0,0,0,0
87.45,-3.00,-3.59,2.93,0,0,0,0,0,0
87.50,-1.00,-3.07,10.35,0,0,0,0,0,0
87.55,-3.00,-3.06,0.28,0,0,0,0,0,0
87.60,-2.00,-2.84,4.22,0,0,0,0,0,0
87.65,-3.00,-2.88,-0.62,0,0,0,0,0,0
87.70,-4.00,-3.10,-4.50,0,0,0,0,0,0
87.75,-3.00,-3.08,0.40,0,0,0,0,0,0
87.80,-2.00,-2.86,4.32,0,0,0,0,0,0
87.85,-4.00,-3.09,-4.54,0,0,0,0,0,0
87.90,-4.00,-3.27,-3.63,0,0,0,0,0,0
87.95,-3.00,-3.22,1.09,0,0,0,0,0,0
88.00,-3.00,-3.17,0.87,0,0,0,0,0,0
88.05,-3.00,-3.14,0.70,0,0,0,0,0,0
88.10,-4.00,-3.31,-3.44,0,0,0,0,0,0
88.15,-2.00,-3.05,5.25,0,0,0,0,0,0
88.20,-3.00,-3.04,0.20,0,0,0,0,0,0
88.25,-4.00,-3.23,-3.84,0,0,0,0,0,0
88.30,-4.00,-3.39,-3.07,0,0,0,0,0,0
88.35,-2.00,-3.11,5.54,0,0,0,0,0,0
88.40,-3.00,-3.09,0.43,0,0,0,0,0,0
88.45,-1.00,-2.67,8.35,0,0,0,0,0,0
88.50,-4.00,-2.94,-5.32,0,0,0,0,0,0
88.55,-3.00,-2.95,-0.26,0,0,0,0,0,0
88.60,-3.00,-2.96,-0.21,0,0,0,0,0,0
88.65,-5.00,-3.37,-8.17,0,0,0,0,0,0
88.70,-4.00,-3.49,-2.53,0,0,0,0,0,0
88.75,-5.00,-3.79,-6.03,0,0,0,0,0,0
88.80,-1.00,-3.24,11.18,0,0,0,0,0,0
88.85,-3.00,-3.19,0.94,0,0,0,0,0,0
88.90,-3.00,-3.15,0.75,0,0,0,0,0,0
88.95,-1.00,-2.72,8.60,0,0,0,0,0,0
89.00,-3.00,-2.78,-1.12,0,0,0,0,0,0
89.05,-3.00,-2.82,-0.89,0,0,0,0,0,0
89.10,-4.00,-3.06,-4.71,0,0,0,0,0,0
89.15,-2.00,-2.85,4.23,0,0,0,0,0,0
89.20,-3.00,-2.88,-0.62,0,0,0,0,0,0
89.25,-3.00,-2.90,-0.49,0,0,0,0,0,0
89.30,-3.00,-2.92,-0.40,0,0,0,0,0,0
89.35,-3.00,-2.94,-0.32,0,0,0,0,0,0
89.40,-4.00,-3.15,-4.25,0,0,0,0,0,0
89.45,-2.00,-2.92,4.60,0,0,0,0,0,0
89.50,-3.00,-2.94,-0.32,0,0,0,0,0,0
89.55,-4.00,-3.15,-4.26,0,0,0,0,0,0
89.60,-1.00,-2.72,8.59,0,0,0,0,0,0
89.65,-2.00,-2.58,2.88,0,0,0,0,0,0
89.70,-3.00,-2.66,-1.70,0,0,0,0,0,0
89.75,-5.00,-3.13,-9.36,0,0,0,0,0,0
89.80,-3.00,-3.10,0.51,0,0,0,0,0,0
89.85,-3.00,-3.08,0.41,0,0,0,0,0,0
89.90,-4.00,-3.27,-3.67,0,0,0,0,0,0
89.95,-1.00,-2.81,9.06,0,0,0,0,0,0
90.00,-3.00,-2.85,-0.75,0,0,0,0,0,0
90.05,-4.00,-3.08,-4.60,0,0,0,0,0,0
90.10,-2.00,-2.86,4.32,0,0,0,0,0,0
90.15,-3.00,-2.89,-0.54,0,0,0,0,0,0
90.20,-4.00,-3.11,-4.44,0,0,0,0,0,0
90.25,-3.00,-3.09,0.45,0,0,0,0,0,0
90.30,-2.00,-2.87,4.36,0,0,0,0,0,0
90.35,-1.00,-2.50,7.49,0,0,0,0,0,0
90.40,-4.00,-2.80,-6.01,0,0,0,0,0,0
90.45,-3.00,-2.84,-0.81,0,0,0,0,0,0
90.50,-3.00,-2.87,-0.65,0,0,0,0,0,0
90.55,-2.00,-2.70,3.48,0,0,0,0,0,0
90.60,-4.00,-2.96,-5.21,0,0,0,0,0,0
90.65,-1.00,-2.57,7.83,0,0,0,0,0,0
90.70,-3.00,-2.65,-1.74,0,0,0,0,0,0
90.75,-5.00,-3.12,-9.39,0,0,0,0,0,0
90.80,-2.00,-2.90,4.49,0,0,0,0,0,0
90.85,-2.00,-2.72,3.59,0,0,0,0,0,0
90.90,-5.00,-3.17,-9.13,0,0,0,0,0,0
90.95,-2.00,-2.94,4.70,0,0,0,0,0,0
91.00,-1.00,-2.55,7.76,0,0,0,0,0,0
91.05,-2.00,-2.44,2.21,0,0,0,0,0,0
91.10,-2.00,-2.35,1.77,0,0,0,0,0,0
91.15,-1.00,-2.08,5.41,0,0,0,0,0,0
91.20,0.00,-1.67,8.33,0,0,0,0,0,0
91.25,-2.00,-1.73,-1.34,0,0,0,0,0,0
91.30,-3.00,-1.99,-5.07,0,0,0,0,0,0
91.35,-3.00,-2.19,-4.06,0,0,0,0,0,0
91.40,-3.00,-2.35,-3.24,0,0,0,0,0,0
91.45,-1.00,-2.08,5.40,0,0,0,0,0,0
91.50,-1.00,-1.86,4.32,0,0,0,0,0,0
91.55,-2.00,-1.89,-0.54,0,0,0,0,0,0
91.60,-1.00,-1.71,3.57,0,0,0,0,0,0
91.65,-3.00,-1.97,-5.15,0,0,0,0,0,0
91.70,-2.00,-1.98,-0.12,0,0,0,0,0,0
91.75,-3.00,-2.18,-4.09,0,0,0,0,0,0
91.80,-1.00,-1.95,4.73,0,0,0,0,0,0
91.85,-4.00,-2.36,-8.22,0,0,0,0,0,0
91.90,-2.00,-2.28,1.42,0,0,0,0,0,0
91.95,-3.00,-2.43,-2.86,0,0,0,0,0,0
92.00,-4.00,-2.74,-6.29,0,0,0,0,0,0
92.05,-3.00,-2.79,-1.03,0,0,0,0,0,0
92.10,-1.00,-2.44,7.18,0,0,0,0,0,0
92.15,-3.00,-2.55,-2.26,0,0,0,0,0,0
92.20,-2.00,-2.44,2.19,0,0,0,0,0,0
92.25,-4.00,-2.75,-6.25,0,0,0,0,0,0
92.30,-3.00,-2.80,-1.00,0,0,0,0,0,0
92.35,-2.00,-2.64,3.20,0,0,0,0,0,0
92.40,-1.00,-2.31,6.56,0,0,0,0,0,0
92.45,-1.00,-2.05,5.25,0,0,0,0,0,0
92.50,0.00,-1.64,8.20,0,0,0,0,0,0
92.55,-2.00,-1.71,-1.44,0,0,0,0,0,0
92.60,0.00,-1.37,6.85,0,0,0,0,0,0
92.65,-4.00,-1.90,-10.52,0,0,0,0,0,0
92.70,-3.00,-2.12,-4.42,0,0,0,0,0,0
92.75,-4.00,-2.49,-7.53,0,0,0,0,0,0
92.80,-1.00,-2.19,5.97,0,0,0,0,0,0
92.85,0.00,-1.76,8.78,0,0,0,0,0,0
92.90,-1.00,-1.60,3.02,0,0,0,0,0,0
92.95,0.00,-1.28,6.42,0,0,0,0,0,0
93.00,-4.00,-1.83,-10.87,0,0,0,0,0,0
93.05,-3.00,-2.06,-4.69,0,0,0,0,0,0
93.10,-3.00,-2.25,-3.75,0,0,0,0,0,0
93.15,-1.00,-2.00,5.00,0,0,0,0,0,0
93.20,0.00,-1.60,8.00,0,0,0,0,0,0
93.25,-3.00,-1.88,-5.60,0,0,0,0,0,0
93.30,-4.00,-2.30,-8.48,0,0,0,0,0,0
93.35,0.00,-1.84,9.21,0,0,0,0,0,0
93.40,-2.00,-1.87,-0.63,0,0,0,0,0,0
93.45,-2.00,-1.90,-0.50,0,0,0,0,0,0
93.50,-2.00,-1.92,-0.40,0,0,0,0,0,0
93.55,-2.00,-1.94,-0.32,0,0,0,0,0,0
93.60,-2.00,-1.95,-0.26,0,0,0,0,0,0
93.65,-3.00,-2.16,-4.21,0,0,0,0,0,0
93.70,0.00,-1.73,8.64,0,0,0,0,0,0
93.75,-3.00,-1.98,-5.09,0,0,0,0,0,0
93.80,-1.00,-1.79,3.93,0,0,0,0,0,0
93.85,-3.00,-2.03,-4.86,0,0,0,0,0,0
93.90,-2.00,-2.02,0.11,0,0,0,0,0,0
93.95,-3.00,-2.22,-3.91,0,0,0,0,0,0
94.00,-2.00,-2.17,0.87,0,0,0,0,0,0
94.05,-1.00,-1.94,4.70,0,0,0,0,0,0
94.10,-1.00,-1.75,3.76,0,0,0,0,0,0
94.15,-1.00,-1.60,3.01,0,0,0,0,0,0
94.20,-2.00,-1.68,-1.59,0,0,0,0,0,0
94.25,-4.00,-2.14,-9.28,0,0,0,0,0,0
94.30,0.00,-1.72,8.58,0,0,0,0,0,0
94.35,-3.00,-1.97,-5.14,0,0,0,0,0,0
94.40,0.00,-1.58,7.89,0,0,0,0,0,0
94.45,-2.00,-1.66,-1.69,0,0,0,0,0,0
94.50,0.00,-1.33,6.65,0,0,0,0,0,0
94.55,-3.00,-1.66,-6.68,0,0,0,0,0,0
94.60,-2.00,-1.73,-1.34,0,0,0,0,0,0
94.65,-2.00,-1.78,-1.08,0,0,0,0,0,0
94.70,-2.00,-1.83,-0.86,0,0,0,0,0,0
94.75,0.00,-1.46,7.31,0,0,0,0,0,0
94.80,-2.00,-1.57,-2.15,0,0,0,0,0,0
94.85,-2.00,-1.66,-1.72,0,0,0,0,0,0
94.90,-2.00,-1.72,-1.38,0,0,0,0,0,0
94.95,-1.00,-1.58,2.90,0,0,0,0,0,0
95.00,-2.00,-1.66,-1.68,0,0,0,0,0,0
95.05,-1.00,-1.53,2.66,0,0,0,0,0,0
95.10,-2.00,-1.62,-1.88,0,0,0,0,0,0
95.15,-1.00,-1.50,2.50,0,0,0,0,0,0
95.20,-1.00,-1.40,2.00,0,0,0,0,0,0
95.25,-1.00,-1.32,1.60,0,0,0,0,0,0
95.30,-3.00,-1.66,-6.72,0,0,0,0,0,0
95.35,-2.00,-1.72,-1.38,0,0,0,0,0,0
95.40,-1.00,-1.58,2.90,0,0,0,0,0,0
95.45,-2.00,-1.66,-1.68,0,0,0,0,0,0
95.50,-2.00,-1.73,-1.34,0,0,0,0,0,0
95.55,-2.00,-1.78,-1.08,0,0,0,0,0,0
95.60,-1.00,-1.63,3.14,0,0,0,0,0,0
95.65,-2.00,-1.70,-1.49,0,0,0,0,0,0
95.70,-1.00,-1.56,2.81,0,0,0,0,0,0
95.75,-2.00,-1.65,-1.75,0,0,0,0,0,0
95.80,-2.00,-1.72,-1.40,0,0,0,0,0,0
95.85,-3.00,-1.98,-5.12,0,0,0,0,0,0
95.90,0.00,-1.58,7.90,0,0,0,0,0,0
95.95,-2.00,-1.66,-1.68,0,0,0,0,0,0
96.00,-2.00,-1.73,-1.34,0,0,0,0,0,0
96.05,-4.00,-2.19,-9.07,0,0,0,0,0,0
96.10,-2.00,-2.15,0.74,0,0,0,0,0,0
96.15,-2.00,-2.12,0.59,0,0,0,0,0,0
96.20,-1.00,-1.89,4.47,0,0,0,0,0,0
96.25,-3.00,-2.12,-4.42,0,0,0,0,0,0
96.30,-4.00,-2.49,-7.54,0,0,0,0,0,0
96.35,-1.00,-2.19,5.97,0,0,0,0,0,0
96.40,-3.00,-2.36,-3.22,0,0,0,0,0,0
96.45,-3.00,-2.48,-2.58,0,0,0,0,0,0
96.50,-1.00,-2.19,5.94,0,0,0,0,0,0
96.55,-2.00,-2.15,0.75,0,0,0,0,0,0
96.60,-2.00,-2.12,0.60,0,0,0,0,0,0
96.65,-2.00,-2.10,0.48,0,0,0,0,0,0
96.70,-2.00,-2.08,0.38,0,0,0,0,0,0
96.75,-3.00,-2.26,-3.69,0,0,0,0,0,0
96.80,-3.00,-2.41,-2.95,0,0,0,0,0,0
96.85,-2.00,-2.33,1.64,0,0,0,0,0,0
96.90,-3.00,-2.46,-2.69,0,0,0,0,0,0
96.95,-2.00,-2.37,1.85,0,0,0,0,0,0
97.00,-2.00,-2.30,1.48,0,0,0,0,0,0
97.05,-2.00,-2.24,1.18,0,0,0,0,0,0
97.10,-2.00,-2.19,0.95,0,0,0,0,0,0
97.15,-2.00,-2.15,0.76,0,0,0,0,0,0
97.20,0.00,-1.72,8.61,0,0,0,0,0,0
97.25,-2.00,-1.78,-1.12,0,0,0,0,0,0
97.30,-1.00,-1.62,3.11,0,0,0,0,0,0
97.35,-2.00,-1.70,-1.51,0,0,0,0,0,0
97.40,-3.00,-1.96,-5.21,0,0,0,0,0,0
97.45,-4.00,-2.37,-8.17,0,0,0,0,0,0
97.50,-1.00,-2.09,5.46,0,0,0,0,0,0
97.55,-2.00,-2.07,0.37,0,0,0,0,0,0
97.60,-1.00,-1.86,4.30,0,0,0,0,0,0
97.65,-2.00,-1.89,-0.56,0,0,0,0,0,0
97.70,0.00,-1.51,7.55,0,0,0,0,0,0
97.75,-3.00,-1.81,-5.96,0,0,0,0,0,0
97.80,0.00,-1.45,7.23,0,0,0,0,0,0
97.85,-1.00,-1.36,1.79,0,0,0,0,0,0
97.90,-2.00,-1.49,-2.57,0,0,0,0,0,0
