Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages,,
79.5,4625.856,725.7,-37.38095,86.54, -,8.945935,,
79.55,4615.127,726,-51.04762,86.54, -,8.945935,,
79.6,4640.168,725.3,-27.19048,86.54, -,8.945935,,
79.65,4615.127,726,-51.04762,86.54, -,8.945935,,
79.7,4572.245,727.2,-95.33334,86.54, -,8.945935,,
79.75,4536.554,728.2,-132.7619,86.54, -,8.945935,,
79.8,4529.42,728.4,-139.5714,86.54, -,8.945935,,
79.85,4529.42,728.4,-143,86.54, -,8.945935,,
79.9,4540.123,728.1,-129.381,86.54, -,8.945935,,
79.95,4557.965,727.6,-98.71429,86.54, -,8.945935,,
80,4568.675,727.3,-98.7619,86.54, -,8.945935,,
80.05,4575.818,727.1,-78.33334,86.54, -,8.945935,,
80.1,4568.675,727.3,-44.23809,86.54, -,8.945935,,
80.15,4540.123,728.1,-51,86.54, -,8.945935,,
80.2,4522.29,728.6,-68,86.54, -,8.945935,,
80.25,4518.724,728.7,-68,86.54, -,8.945935,,
80.3,4518.724,728.7,-57.80952,86.54, -,8.945935,,
80.35,4511.594,728.9,-64.61905,86.54, -,8.945935,,
80.4,4504.468,729.1,-61.23809,86.54, -,8.945935,,
80.45,4508.03,729,-68.04762,86.54, -,8.945935,,
80.5,4511.594,728.9,-105.5238,86.54, -,8.945935,,
80.55,4493.777,729.4,-125.9048,86.54, -,8.945935,,
80.6,4483.092,729.7,-125.8571,86.54, -,8.945935,,
80.65,4483.092,729.7,-149.7143,86.54, -,8.945935,,
80.7,4475.97,729.9,-132.619,86.54, -,8.945935,,
80.75,4497.341,729.3,-71.42857,86.54, -,8.945935,,
80.8,4500.903,729.2,-34.04762,86.54, -,8.945935,,
80.85,4490.216,729.5,-37.42857,86.54, -,8.945935,,
80.9,4472.411,730,-54.38095,86.54, -,8.945935,,
80.95,4443.944,730.8,-91.66666,86.54, -,8.945935,,
81,4419.055,731.5,-132.381,86.54, -,8.945935,,
81.05,4411.948,731.7,-149.3333,86.54, -,8.945935,,
81.1,4401.29,732,-166.2857,86.54, -,8.945935,,
81.15,4397.739,732.1,-162.8571,86.54, -,8.945935,,
81.2,4401.29,732,-132.2857,86.54, -,8.945935,,
81.25,4408.396,731.8,-108.5238,86.54, -,8.945935,,
81.3,4404.841,731.9,-108.5238,86.54, -,8.945935,,
81.35,4404.841,731.9,-108.5238,86.54, -,8.945935,,
81.4,4401.29,732,-105.0952,86.54, -,8.945935,,
81.45,4401.29,732,-98.28571,86.54, -,8.945935,,
81.5,4390.636,732.3,-111.8095,86.36, -,8.945935,,
81.55,4372.886,732.8,-132.0952,86.36, -,8.945935,,
81.6,4369.336,732.9,-118.5238,86.36, -,8.945935,,
81.65,4401.29,732,-77.90476,86.36, -,8.945935,,
81.7,4390.636,732.3,-88.04762,86.36, -,8.945935,,
81.75,4358.692,733.2,-111.7143,86.36, -,8.945935,,
81.8,4362.241,733.1,-128.6667,86.36, -,8.945935,,
81.85,4348.052,733.5,-145.5714,86.36, -,8.945935,,
81.9,4330.326,734,-152.2857,86.36, -,8.945935,,
81.95,4330.326,734,-135.3333,86.36, -,8.945935,,
82,4316.151,734.4,-121.7143,86.36, -,8.945935,,
82.05,4319.696,734.3,-94.61905,86.36, -,8.945935,,
82.1,4340.96,733.7,-67.61905,86.36, -,8.945935,,
82.15,4372.886,732.8,-27.04762,86.36, -,8.945935,,
82.2,4376.435,732.7,-20.28572,86.36, -,8.945935,,
82.25,4351.598,733.4,-47.33333,86.36, -,8.945935,,
82.3,4319.696,734.3,-84.47619,86.36, -,8.945935,,
82.35,4337.416,733.8,-64.2381,86.36, -,8.945935,,
82.4,4404.841,731.9,0,86.36, -,8.945935,,
82.45,4415.502,731.6,13.52381,86.36, -,8.945935,,
82.5,4397.739,732.1,-3.380952,86.36, -,8.945935,,
82.55,4379.985,732.6,-10.14286,86.18, -,8.945935,,
82.6,4355.146,733.3,-16.90476,86.18, -,8.945935,,
82.65,4301.985,734.8,-64.14286,86.18, -,8.945935,,
82.7,4234.772,736.7,-158.5714,86.18, -,8.945935,,
82.75,4224.174,737,-158.5238,86.18, -,8.945935,,
82.8,4227.706,736.9,-124.7143,86.18, -,8.945935,,
82.85,4248.912,736.3,-107.9048,86.18, -,8.945935,,
82.9,4273.669,735.6,-70.80952,86.18, -,8.945935,,
82.95,4284.284,735.3,-43.80952,86.18, -,8.945935,,
83,4277.206,735.5,-50.57143,86.18, -,8.945935,,
83.05,4291.364,735.1,-23.61905,86.18, -,8.945935,,
83.1,4277.206,735.5,-40.47619,86.18, -,8.945935,,
83.15,4280.744,735.4,-57.33333,86.18, -,8.945935,,
83.2,4263.055,735.9,-104.619,86.18, -,8.945935,,
83.25,4234.772,736.7,-134.9524,86.18, -,8.945935,,
83.3,4241.841,736.5,-104.5714,86.18, -,8.945935,,
83.35,4277.206,735.5,-40.52381,86.18, -,8.945935,,
83.4,4238.308,736.6,-94.42857,86.18, -,8.945935,,
83.45,4160.65,738.8,-232.619,86.18, -,8.945935,,
83.5,4097.252,740.6,-303.1429,86.18, -,8.945935,,
83.55,4090.215,740.8,-292.9524,86.18, -,8.945935,,
83.6,4128.935,739.7,-239.1905,86.18, -,8.945935,,
83.65,4188.867,738,-158.4286,86.18, -,8.945935,,
83.7,4206.516,737.5,-91,86.18, -,8.945935,,
83.75,4181.81,738.2,-50.52381,86.18, -,8.945935,,
83.8,4150.076,739.1,-70.66666,86.18, -,8.945935,,
83.85,4160.65,738.8,-64,86.18, -,8.945935,,
83.9,4160.65,738.8,-84.19048,86.18, -,8.945935,,
83.95,4157.124,738.9,-111.1429,86.18, -,8.945935,,
84,4210.045,737.4,-70.85714,86.18, -,8.945935,,
84.05,4248.912,736.3,-27.09524,86.18, -,8.945935,,
84.1,4238.308,736.6,-50.66667,86.18, -,8.945935,,
84.15,4202.986,737.6,-70.80952,86.18, -,8.945935,,
84.2,4125.414,739.8,-148.0476,86.18, -,8.945935,,
84.25,4037.49,742.3,-214.9048,86.18, -,8.945935,,
84.3,3984.851,743.8,-238.0952,86.18, -,8.945935,,
84.35,3998.878,743.4,-231.4286,86.18, -,8.945935,,
84.4,4065.599,741.5,-201.5714,86.18, -,8.945935,,
84.45,4132.458,739.6,-100.8571,86.18, -,8.945935,,
84.5,4128.935,739.7,-30.23809,86.18, -,8.945935,,
84.55,4090.215,740.8,-6.714286,86, -,8.945935,,
84.6,4086.696,740.9,-3.333333,86, -,8.945935,,
84.65,4090.215,740.8,-36.85714,86, -,8.945935,,
84.7,4076.146,741.2,-107.3333,86, -,8.945935,,
84.75,4135.98,739.5,-67.14286,86, -,8.945935,,
84.8,4167.703,738.6,-13.42857,86, -,8.945935,,
84.85,4192.395,737.9,40.33333,86, -,8.945935,,
84.9,4164.175,738.7,3.428571,86, -,8.945935,,
84.95,4111.329,740.2,-46.90476,86, -,8.945935,,
85,4093.732,740.7,-60.28571,86, -,8.945935,,
85.05,4079.664,741.1,-124.0476,86, -,8.945935,,
85.1,4069.114,741.4,-171.0952,86, -,8.945935,,
85.15,4069.114,741.4,-161,86, -,8.945935,,
85.2,4072.631,741.3,-124.0476,86, -,8.945935,,
85.25,4065.599,741.5,-56.90476,86, -,8.945935,,
85.3,4069.114,741.4,30.14286,86, -,8.945935,,
85.35,4062.085,741.6,73.57143,86, -,8.945935,,
85.4,4058.569,741.7,56.85714,86, -,8.945935,,
85.45,4065.599,741.5,0.04761905,86, -,8.945935,,
85.5,4058.569,741.7,-70.33334,86, -,8.945935,,
85.55,4044.515,742.1,-80.38095,86, -,8.945935,,
85.6,4030.466,742.5,-56.90476,86, -,8.945935,,
85.65,4019.934,742.8,-63.61905,86, -,8.945935,,
85.7,4005.895,743.2,-80.33334,86, -,8.945935,,
85.75,4009.406,743.1,-63.61905,86, -,8.945935,,
85.8,4002.388,743.3,-127.2857,86, -,8.945935,,
85.85,3991.865,743.6,-167.4762,86, -,8.945935,,
85.9,3991.865,743.6,-191,86, -,8.945935,,
85.95,4009.406,743.1,-147.4286,86, -,8.945935,,
86,4016.423,742.9,-90.42857,86, -,8.945935,,
86.05,4012.914,743,-77,86, -,8.945935,,
86.1,3991.865,743.6,-83.66666,86, -,8.945935,,
86.15,3988.356,743.7,-76.95238,86, -,8.945935,,
86.2,3977.838,744,-86.95238,86, -,8.945935,,
86.25,3967.323,744.3,-100.2857,86, -,8.945935,,
86.3,3956.812,744.6,-103.5714,86, -,8.945935,,
86.35,3946.302,744.9,-116.9048,86, -,8.945935,,
86.4,3932.298,745.3,-123.5238,86, -,8.945935,,
86.45,3921.798,745.6,-130.1905,86, -,8.945935,,
86.5,3918.297,745.7,-140.2381,86, -,8.945935,,
86.55,3921.798,745.6,-130.1905,86, -,8.945935,,
86.6,3918.297,745.7,-120.1429,86, -,8.945935,,
86.65,3907.802,746,-116.7619,86, -,8.945935,,
86.7,3893.812,746.4,-120.0476,86, -,8.945935,,
86.75,3890.316,746.5,-110,86, -,8.945935,,
86.8,3921.798,745.6,-83.33334,86, -,8.945935,,
86.85,3946.302,744.9,-53.33333,86, -,8.945935,,
86.9,3925.296,745.5,-63.33333,86, -,8.945935,,
86.95,3907.802,746,-80,86, -,8.945935,,
87,3897.31,746.3,-106.7143,86, -,8.945935,,
87.05,3869.347,747.1,-140,86, -,8.945935,,
87.1,3855.374,747.5,-149.9524,86, -,8.945935,,
87.15,3851.882,747.6,-133.2381,86, -,8.945935,,
87.2,3851.882,747.6,-129.9048,86, -,8.945935,,
87.25,3862.36,747.3,-109.9048,86, -,8.945935,,
87.3,3869.347,747.1,-93.2381,86, -,8.945935,,
87.35,3876.334,746.9,-76.57143,86, -,8.945935,,
87.4,3858.865,747.4,-83.19048,86, -,8.945935,,
87.45,3827.448,748.3,-99.7619,86, -,8.945935,,
87.5,3813.492,748.7,-103.0476,85.82, -,8.945935,,
87.55,3810.005,748.8,-103.0476,85.82, -,8.945935,,
87.6,3810.005,748.8,-106.381,85.82, -,8.945935,,
87.65,3796.058,749.2,-116.3333,85.82, -,8.945935,,
87.7,3782.118,749.6,-119.619,85.82, -,8.945935,,
87.75,3764.701,750.1,-122.8571,85.82, -,8.945935,,
87.8,3764.701,750.1,-119.5238,85.82, -,8.945935,,
87.85,3771.665,749.9,-142.9048,85.82, -,8.945935,,
87.9,3785.602,749.5,-152.9524,85.82, -,8.945935,,
87.95,3799.545,749.1,-119.6667,85.82, -,8.945935,,
88,3792.573,749.3,-109.619,85.82, -,8.945935,,
88.05,3789.086,749.4,-102.9524,85.82, -,8.945935,,
88.1,3768.183,750,-96.2381,85.82, -,8.945935,,
88.15,3747.293,750.6,-102.8571,85.82, -,8.945935,,
88.2,3736.851,750.9,-109.4762,85.82, -,8.945935,,
88.25,3736.851,750.9,-109.4762,85.82, -,8.945935,,
88.3,3729.894,751.1,-126.0952,85.82, -,8.945935,,
88.35,3736.851,750.9,-126.1429,85.82, -,8.945935,,
88.4,3715.981,751.5,-152.6667,85.82, -,8.945935,,
88.45,3702.074,751.9,-149.2857,85.82, -,8.945935,,
88.5,3698.6,752,-122.6667,85.82, -,8.945935,,
88.55,3712.505,751.6,-96.14286,86, -,8.945935,,
88.6,3743.811,750.7,-63,86, -,8.945935,,
88.65,3768.183,750,-39.80952,86, -,8.945935,,
88.7,3778.633,749.7,-16.57143,86, -,8.945935,,
88.75,3806.517,748.9,23.28572,86, -,8.945935,,
88.8,3796.058,749.2,29.90476,86, -,8.945935,,
88.85,3789.086,749.4,23.28572,86, -,8.945935,,
88.9,3792.573,749.3,20,86, -,8.945935,,
88.95,3768.183,750,-16.52381,86, -,8.945935,,
89,3729.894,751.1,-66.28571,86, -,8.945935,,
89.05,3691.649,752.2,-96.09524,86, -,8.945935,,
89.1,3636.103,753.8,-145.6667,86, -,8.945935,,
89.15,3580.65,755.4,-178.5714,86, -,8.945935,,
89.2,3549.502,756.3,-188.3333,86, -,8.945935,,
89.25,3625.699,754.1,-105.8095,86, -,8.945935,,
89.3,3715.981,751.5,-19.80952,86, -,8.945935,,
89.35,3733.373,751,3.380952,86, -,8.945935,,
89.4,3722.937,751.3,-13.19048,86, -,8.945935,,
89.45,3750.773,750.5,33.19048,86, -,8.945935,,
89.5,3757.736,750.3,53.04762,85.82, -,8.965384,,
89.55,3743.811,750.7,43.04762,85.82, -,8.965384,,
89.6,3722.937,751.3,9.952381,85.82, -,8.965384,,
89.65,3698.6,752,-43.04762,85.82, -,8.965384,,
89.7,3670.809,752.8,-92.71429,85.82, -,8.965384,,
89.75,3632.633,753.9,-139.0476,85.82, -,8.965384,,
89.8,3629.166,754,-168.9048,85.82, -,8.965384,,
89.85,3649.979,753.4,-139.1429,85.82, -,8.965384,,
89.9,3667.335,752.9,-116,85.82, -,8.965384,,
89.95,3622.23,754.2,-162.2857,85.82, -,8.965384,,
90,3587.577,755.2,-172.0476,85.82, -,8.965384,,
90.05,3566.803,755.8,-155.3333,85.82, -,8.965384,,
90.1,3552.96,756.2,-132.0952,85.82, -,8.965384,,
90.15,3542.583,756.5,-89.09524,85.82, -,8.965384,,
90.2,3535.666,756.7,-42.85714,85.82, -,8.965384,,
90.25,3532.209,756.8,-16.47619,85.82, -,8.965384,,
90.3,3528.751,756.9,-92.33334,85.82, -,8.965384,,
90.35,3528.751,756.9,-178.3333,85.82, -,8.965384,,
90.4,3528.751,756.9,-194.9048,85.82, -,8.965384,,
90.45,3528.751,756.9,-184.9524,85.82, -,8.965384,,
90.5,3525.295,757,-214.7619,85.82, -,8.965384,,
90.55,3525.295,757,-221.381,85.64, -,8.965384,,
90.6,3542.583,756.5,-191.619,85.64, -,8.965384,,
90.65,3563.341,755.9,-152,85.64, -,8.965384,,
90.7,3535.666,756.7,-155.1429,85.64, -,8.965384,,
90.75,3535.666,756.7,-128.6667,85.64, -,8.965384,,
90.8,3508.015,757.5,-118.619,85.64, -,8.965384,,
90.85,3456.232,759,-164.6667,85.64, -,8.965384,,
90.9,3438.99,759.5,-200.9048,85.64, -,8.965384,,
90.95,3490.745,758,-168.1429,85.64, -,8.965384,,
91,3518.381,757.2,-98.85714,85.64, -,8.965384,,
91.05,3501.105,757.7,-82.33334,85.64, -,8.965384,,
91.1,3494.197,757.9,-69.14286,85.64, -,8.965384,,
91.15,3497.652,757.8,-52.66667,85.64, -,8.965384,,
91.2,3497.652,757.8,-42.76191,85.64, -,8.965384,,
91.25,3487.293,758.1,-46.04762,85.64, -,8.965384,,
91.3,3504.561,757.6,-26.33333,85.64, -,8.965384,,
91.35,3570.264,755.7,39.52381,85.64, -,8.965384,,
91.4,3601.435,754.8,69.19048,85.64, -,8.965384,,
91.45,3604.899,754.7,72.47619,85.64, -,8.965384,,
91.5,3584.115,755.3,52.66667,85.64, -,8.945935,,
91.55,3566.803,755.8,39.47619,85.64, -,8.945935,,
91.6,3535.666,756.7,9.809524,85.64, -,8.945935,,
91.65,3518.381,757.2,-23.14286,85.64, -,8.945935,,
91.7,3494.197,757.9,-65.95238,85.64, -,8.945935,,
91.75,3449.333,759.2,-82.33334,85.64, -,8.945935,,
91.8,3411.421,760.3,-118.4286,85.64, -,8.945935,,
91.85,3442.436,759.4,-62.57143,85.64, -,8.945935,,
91.9,3452.784,759.1,-3.380952,85.64, -,8.945935,,
91.95,3476.935,758.4,36.04762,85.64, -,8.945935,,
92,3483.839,758.2,-6.666667,85.64, -,8.945935,,
92.05,3463.132,758.8,-52.71429,85.64, -,8.945935,,
92.1,3438.99,759.5,-59.23809,85.64, -,8.945935,,
92.15,3397.644,760.7,-92.04762,85.64, -,8.945935,,
92.2,3356.352,761.9,-134.6667,85.64, -,8.945935,,
92.25,3325.418,762.8,-164.1429,85.64, -,8.945935,,
92.3,3301.378,763.5,-177.1905,85.64, -,8.945935,,
92.35,3284.218,764,-209.9524,85.64, -,8.945935,,
92.4,3267.067,764.5,-288.8571,85.64, -,8.945935,,
92.45,3253.352,764.9,-331.5714,85.64, -,8.945935,,
92.5,3246.498,765.1,-341.381,85.64, -,8.945935,,
92.55,3249.925,765,-318.2857,85.46, -,8.945935,,
92.6,3253.352,764.9,-298.5238,85.46, -,8.945935,,
92.65,3263.639,764.6,-259.0476,85.46, -,8.945935,,
92.7,3260.208,764.7,-245.8571,85.46, -,8.945935,,
92.75,3263.639,764.6,-219.5238,85.46, -,8.945935,,
92.8,3273.927,764.3,-167,85.46, -,8.945935,,
92.85,3280.788,764.1,-124.381,85.46, -,8.945935,,
92.9,3280.788,764.1,-153.9048,85.46, -,8.945935,,
92.95,3280.788,764.1,-163.7619,85.46, -,8.945935,,
93,3273.927,764.3,-193.2857,85.46, -,8.945935,,
93.05,3260.208,764.7,-212.9048,85.46, -,8.945935,,
93.1,3246.498,765.1,-206.2381,85.46, -,8.945935,,
93.15,3236.217,765.4,-193.0476,85.46, -,8.945935,,
93.2,3225.941,765.7,-163.4762,85.46, -,8.945935,,
93.25,3215.668,766,-133.9048,85.46, -,8.945935,,
93.3,3201.974,766.4,-117.4762,85.46, -,8.945935,,
93.35,3184.866,766.9,-110.8571,85.46, -,8.945935,,
93.4,3171.188,767.3,-107.5714,85.46, -,8.945935,,
93.45,3167.768,767.4,-94.47619,85.46, -,8.945935,,
93.5,3171.188,767.3,-78.19048,85.46, -,8.965384,,
93.55,3174.606,767.2,-68.42857,85.46, -,8.965384,,
93.6,3181.447,767,-65.19048,85.46, -,8.965384,,
93.65,3191.709,766.7,-58.71429,85.46, -,8.965384,,
93.7,3212.245,766.1,-48.95238,85.46, -,8.965384,,
93.75,3229.367,765.6,-29.38095,85.46, -,8.965384,,
93.8,3246.498,765.1,-16.33333,85.46, -,8.965384,,
93.85,3253.352,764.9,-19.61905,85.46, -,8.965384,,
93.9,3246.498,765.1,-32.66667,85.46, -,8.965384,,
93.95,3246.498,765.1,-32.66667,85.46, -,8.965384,,
94,3273.927,764.3,-6.523809,85.46, -,8.965384,,
94.05,3308.246,763.3,32.66667,85.46, -,8.965384,,
94.1,3308.246,763.3,45.71429,85.46, -,8.965384,,
94.15,3260.208,764.7,13,85.46, -,8.965384,,
94.2,3201.974,766.4,-32.66667,85.46, -,8.965384,,
94.25,3191.709,766.7,-32.61905,85.46, -,8.965384,,
94.3,3191.709,766.7,-22.85714,85.46, -,8.965384,,
94.35,3188.289,766.8,-13.04762,85.46, -,8.965384,,
94.4,3191.709,766.7,6.476191,85.46, -,8.965384,,
94.45,3201.974,766.4,29.28572,85.46, -,8.965384,,
94.5,3212.245,766.1,42.28571,85.46, -,8.965384,,
94.55,3246.498,765.1,71.66666,85.46, -,8.945935,,
94.6,3232.792,765.5,55.38095,85.46, -,8.945935,,
94.65,3205.398,766.3,22.76191,85.46, -,8.945935,,
94.7,3154.096,767.8,-35.85714,85.46, -,8.945935,,
94.75,3119.941,768.8,-87.95238,85.46, -,8.945935,,
94.8,3133.597,768.4,-91.2381,85.46, -,8.945935,,
94.85,3092.642,769.6,-146.5714,85.46, -,8.945935,,
94.9,3079,770,-166.0952,85.46, -,8.945935,,
94.95,3079,770,-159.5714,85.46, -,8.945935,,
95,3075.592,770.1,-162.8095,85.46, -,8.945935,,
95.05,3079,770,-185.7143,85.46, -,8.945935,,
95.1,3082.409,769.9,-215.1429,85.46, -,8.945935,,
95.15,3092.642,769.6,-205.381,85.46, -,8.945935,,
95.2,3099.463,769.4,-153.1429,85.46, -,8.945935,,
95.25,3092.642,769.6,-104.1429,85.46, -,8.945935,,
95.3,3099.463,769.4,-87.90476,85.46, -,8.945935,,
95.35,3102.876,769.3,-84.66666,85.46, -,8.945935,,
95.4,3102.876,769.3,-81.42857,85.46, -,8.945935,,
95.45,3075.592,770.1,-110.6667,85.46, -,8.945935,,
95.5,3058.551,770.6,-136.6667,85.46, -,8.945935,,
95.55,3058.551,770.6,-146.4286,85.46, -,8.945935,,
95.6,3048.329,770.9,-188.7619,85.46, -,8.945935,,
95.65,3048.329,770.9,-175.7143,85.46, -,8.945935,,
95.7,3024.495,771.6,-172.3333,85.46, -,8.945935,,
95.75,3010.882,772,-136.4286,85.46, -,8.945935,,
95.8,3004.078,772.2,-110.381,85.46, -,8.945935,,
95.85,3007.481,772.1,-120.1429,85.46, -,8.945935,,
95.9,3007.481,772.1,-81.14286,85.46, -,8.945935,,
95.95,3004.078,772.2,-71.38095,85.46, -,8.945935,,
96,3038.112,771.2,-38.95238,85.46, -,8.945935,,
96.05,3072.182,770.2,-3.285714,85.46, -,8.945935,,
96.1,3072.182,770.2,-6.523809,85.46, -,8.945935,,
96.15,3041.519,771.1,-38.95238,85.46, -,8.945935,,
96.2,3007.481,772.1,-81.14286,85.46, -,8.945935,,
96.25,2997.275,772.4,-97.33334,85.46, -,8.945935,,
96.3,2990.476,772.6,-97.33334,85.46, -,8.945935,,
96.35,2976.877,773,-116.7619,85.46, -,8.945935,,
96.4,2953.094,773.7,-142.6667,85.46, -,8.945935,,
96.45,2936.117,774.2,-158.8571,85.46, -,8.945935,,
96.5,2925.935,774.5,-142.5714,85.46, -,8.945935,,
96.55,2925.935,774.5,-126.3333,85.46, -,8.945935,,
96.6,2936.117,774.2,-116.619,85.46, -,8.945935,,
96.65,2956.491,773.6,-87.52381,85.46, -,8.945935,,
96.7,2970.08,773.2,-74.57143,85.46, -,8.945935,,
96.75,2980.275,772.9,-42.14286,85.46, -,8.945935,,
96.8,3000.677,772.3,-9.761905,85.46, -,8.945935,,
96.85,2990.476,772.6,-13,85.46, -,8.945935,,
96.9,2970.08,773.2,-35.66667,85.46, -,8.945935,,
96.95,2929.328,774.4,-74.47619,85.46, -,8.945935,,
97,2898.8,775.3,-100.3333,85.46, -,8.945935,,
97.05,2895.408,775.4,-136,85.46, -,8.945935,,
97.1,2871.687,776.1,-191,85.46, -,8.945935,,
97.15,2864.911,776.3,-197.4762,85.46, -,8.945935,,
97.2,2864.911,776.3,-168.2857,85.46, -,8.945935,,
97.25,2851.365,776.7,-148.7619,85.46, -,8.945935,,
97.3,2837.826,777.1,-151.9524,85.46, -,8.945935,,
97.35,2847.98,776.8,-135.8095,85.46, -,8.945935,,
97.4,2861.523,776.4,-109.9524,85.46, -,8.945935,,
97.45,2854.752,776.6,-93.71429,85.46, -,8.945935,,
97.5,2834.441,777.2,-96.85714,85.46, -,8.945935,,
97.55,2797.24,778.3,-122.5714,85.46, -,8.945935,,
97.6,2770.212,779.1,-148.3333,85.46, -,8.945935,,
97.65,2760.08,779.4,-167.7143,85.46, -,8.945935,,
97.7,2766.834,779.2,-180.6667,85.46, -,8.945935,,
97.75,2780.345,778.8,-180.7619,85.46, -,8.945935,,
97.8,2793.859,778.4,-177.619,85.46, -,8.945935,,
97.85,2800.62,778.2,-190.619,85.46, -,8.945935,,
97.9,2804.002,778.1,-177.6667,85.46, -,8.945935,,
97.95,2800.62,778.2,-161.4762,85.46, -,8.945935,,
98,2797.24,778.3,-125.9048,85.46, -,8.945935,,
98.05,2783.722,778.7,-109.6667,85.46, -,8.945935,,
98.1,2770.212,779.1,-119.2857,85.46, -,8.945935,,
98.15,2753.331,779.6,-112.8095,85.46, -,8.945935,,
98.2,2736.458,780.1,-122.381,85.46, -,8.945935,,
98.25,2716.22,780.7,-141.6667,85.46, -,8.945935,,
98.3,2695.998,781.3,-148,85.46, -,8.945935,,
98.35,2675.786,781.9,-154.3333,85.46, -,8.945935,,
98.4,2665.686,782.2,-173.619,85.46, -,8.945935,,
98.45,2665.686,782.2,-186.5238,85.46, -,8.945935,,
98.5,2675.786,781.9,-170.4762,85.46, -,8.945935,,
98.55,2695.998,781.3,-131.9048,85.46, -,8.945935,,
98.6,2712.85,780.8,-80.42857,85.46, -,8.945935,,
98.65,2726.336,780.4,-41.80952,85.46, -,8.945935,,
98.7,2736.458,780.1,-22.52381,85.46, -,8.945935,,
98.75,2739.831,780,-25.76191,85.46, -,8.945935,,
98.8,2743.204,779.9,-35.42857,85.46, -,8.945935,,
98.85,2753.331,779.6,-38.61905,85.46, -,8.945935,,
98.9,2753.331,779.6,-45.04762,85.46, -,8.945935,,
98.95,2766.834,779.2,-35.42857,85.46, -,8.945935,,
99,2773.589,779,-25.76191,85.46, -,8.945935,,
99.05,2763.458,779.3,-32.19048,85.46, -,8.945935,,
99.1,2743.204,779.9,-38.61905,85.46, -,8.945935,,
99.15,2736.458,780.1,-32.19048,85.46, -,8.945935,,
99.2,2722.965,780.5,-28.95238,85.46, -,8.945935,,
99.25,2689.259,781.5,-45,85.46, -,8.945935,,
99.3,2679.155,781.8,-35.33333,85.46, -,8.945935,,
99.35,2699.367,781.2,3.142857,85.46, -,8.945935,,
99.4,2692.627,781.4,15.95238,85.46, -,8.945935,,
99.45,2675.786,781.9,9.523809,85.46, -,8.945935,,
99.5,2672.42,782,6.333333,85.28, -,8.945935,,
99.55,2655.589,782.5,-19.33333,85.28, -,8.945935,,
99.6,2635.404,783.1,-57.80952,85.28, -,8.945935,,
99.65,2611.869,783.8,-96.28571,85.28, -,8.945935,,
99.7,2591.709,784.4,-128.3333,85.28, -,8.945935,,
99.75,2571.564,785,-157.1429,85.28, -,8.945935,,
99.8,2561.496,785.3,-169.9048,85.28, -,8.945935,,
99.85,2571.564,785,-163.5238,85.28, -,8.945935,,
99.9,2591.709,784.4,-154,85.28, -,8.945935,,
99.95,2628.678,783.3,-118.8095,85.28, -,8.945935,,
100,2658.953,782.4,-102.8095,85.28, -,8.945935,,
100.05,2662.32,782.3,-106.0476,85.28, -,8.945935,,
100.1,2645.495,782.8,-112.4286,85.28, -,8.945935,,
100.15,2632.04,783.2,-105.9524,85.28, -,8.945935,,
100.2,2621.953,783.5,-109.1429,85.28, -,8.945935,,
100.25,2601.789,784.1,-115.4762,85.28, -,8.945935,,
100.3,2608.508,783.9,-77,85.28, -,8.945935,,
100.35,2595.07,784.3,-80.19048,85.28, -,8.945935,,
100.4,2584.994,784.6,-109.0476,85.28, -,8.945935,,
100.45,2571.564,785,-115.4286,85.28, -,8.945935,,
100.5,2571.564,785,-99.38095,85.28, -,8.945935,,
100.55,2571.564,785,-96.19048,85.46, -,8.965384,,
100.6,2574.92,784.9,-76.95238,85.46, -,8.965384,,
100.65,2561.496,785.3,-70.47619,85.46, -,8.965384,,
100.7,2548.076,785.7,-60.80952,85.46, -,8.965384,,
100.75,2538.015,786,-51.19048,85.46, -,8.965384,,
100.8,2538.015,786,-32,85.46, -,8.965384,,
100.85,2534.663,786.1,-25.61905,85.46, -,8.965384,,
100.9,2527.958,786.3,-41.57143,85.46, -,8.965384,,
100.95,2521.254,786.5,-67.14286,85.46, -,8.965384,,
101,2534.663,786.1,-89.57143,85.46, -,8.965384,,
101.05,2538.015,786,-115.2381,85.46, -,8.965384,,
101.1,2527.958,786.3,-128,85.46, -,8.965384,,
101.15,2524.604,786.4,-115.1429,85.46, -,8.965384,,
101.2,2514.551,786.7,-111.9048,85.46, -,8.965384,,
101.25,2481.061,787.7,-134.1905,85.46, -,8.965384,,
101.3,2471.021,788,-124.5714,85.46, -,8.965384,,
101.35,2464.328,788.2,-137.3333,85.46, -,8.965384,,
101.4,2481.061,787.7,-108.5714,85.46, -,8.965384,,
101.45,2474.366,787.9,-105.3333,85.46, -,8.965384,,
101.5,2477.714,787.8,-89.33334,85.46, -,8.945935,,
101.55,2494.453,787.3,-73.38095,85.46, -,8.945935,,
101.6,2517.903,786.6,-51.04762,85.46, -,8.945935,,
101.65,2511.201,786.8,-60.61905,85.46, -,8.945935,,
101.7,2538.015,786,-22.33333,85.46, -,8.945935,,
101.75,2548.076,785.7,0,85.46, -,8.945935,,
101.8,2514.551,786.7,-22.33333,85.46, -,8.945935,,
101.85,2484.409,787.6,-51.04762,85.46, -,8.945935,,
101.9,2444.262,788.8,-86.09524,85.46, -,8.945935,,
101.95,2414.183,789.7,-108.381,85.46, -,8.945935,,
